"column"	"row"	"observed"	"expected-mean"	"expected-stdev"	"distribution"	"probability"	"N"	"left-p-value"	"right-p-value"	"two-tail-p-value"	"corrected-left-p-value"	"corrected-right-p-value"	"corrected-two-tail-p-value"
"skin"	"Aminoacyl-tRNA biosynthesis"	1	4.95747471755596	2.084001158391184	"BINOMIAL"	0.12393686793889899	40	0.033482106756287336	0.9949717581219015	1	0.5357137081005974	1	1
"stomach"	"Aminoacyl-tRNA biosynthesis"	2	1.7352688541487717	1.2860350716848274	"BINOMIAL"	0.046899158220237075	37	0.7496531520488088	0.5230336908213787	1	1	1	1
"testis"	"Aminoacyl-tRNA biosynthesis"	2	3.5177867902665123	1.7841894771067837	"BINOMIAL"	0.09507531865585168	37	0.30367366985753624	0.8787347923304357	1	0.9656822701469653	1	1
"thyroid gland"	"Aminoacyl-tRNA biosynthesis"	2	1.3853920642418516	1.1520551721362844	"BINOMIAL"	0.041981577704298535	33	0.8402649030865108	0.40596517808840576	1	1	1	1
"urinary bladder"	"Aminoacyl-tRNA biosynthesis"	3	2.1356918421971374	1.4117914075019302	"BINOMIAL"	0.06674037006866054	32	0.8377576951478263	0.3611810736576098	1	1	1	1
"adrenal cortex"	"Amino sugar and nucleotide sugar metabolism"	8	6.579613252655186	2.3655273896029287	"BINOMIAL"	0.1495366648330724	44	0.7966940820920099	0.3333607894417197	1	1	0.6426232085623512	1
"bones and joints"	"Amino sugar and nucleotide sugar metabolism"	0	3.703967579580365	1.8308983347333991	"BINOMIAL"	0.09497352768154782	39	0.02040751024440114	1	1	0.4547959425895111	1	1
"brain, nos"	"Amino sugar and nucleotide sugar metabolism"	4	4.356619980535691	1.9812251804511796	"BINOMIAL"	0.09901409046672026	44	0.5560090959496066	0.645479751329473	1	1	1	1
"breast"	"Amino sugar and nucleotide sugar metabolism"	3	1.5824034679296781	1.2351090479422708	"BINOMIAL"	0.03596371518021996	44	0.9271449352152547	0.2100826484207437	1	1	0.7307222553764998	1
"cervix uteri"	"Amino sugar and nucleotide sugar metabolism"	2	2.6176955951423855	1.5690636753218399	"BINOMIAL"	0.05949308170778149	44	0.5092630230030755	0.7454363279247116	1	1	1	1
"colon, nos"	"Amino sugar and nucleotide sugar metabolism"	3	3.8277712560791546	1.86943174690391	"BINOMIAL"	0.08699480127452625	44	0.46013625285004267	0.7487463841997184	1	1	1	1
"HR systems"	"Amino sugar and nucleotide sugar metabolism"	2	2.0723974369643003	1.405271375358551	"BINOMIAL"	0.04709994174918865	44	0.6566617661736937	0.6199818948402385	1	0.8903888354897541	1	1
"kidney"	"Amino sugar and nucleotide sugar metabolism"	1	3.589556975415732	1.8156866196774788	"BINOMIAL"	0.08158084035035755	44	0.11607583650084365	0.9763516334113894	1	1	1	1
"liver"	"Amino sugar and nucleotide sugar metabolism"	8	4.562981856124282	2.0223208890807802	"BINOMIAL"	0.10370413309373369	44	0.965621198306024	0.08042167027961838	1	1	0.24435815200345584	1
"lung"	"Amino sugar and nucleotide sugar metabolism"	0	1.068676716917923	1.0211369067134985	"BINOMIAL"	0.024288107202680067	44	0.3389614720193603	1	1	0.9684613486267437	1	1
"lymph nodes"	"Amino sugar and nucleotide sugar metabolism"	4	3.548207975769813	1.8061219825320067	"BINOMIAL"	0.08064109035840485	44	0.7201244195856848	0.47865534513144004	1	1	1	1
"mouth, nos"	"Amino sugar and nucleotide sugar metabolism"	0	1.3140368852459017	1.1273285066258338	"BINOMIAL"	0.03285092213114754	40	0.26286749279098204	1	1	1	1	1
"ovary"	"Amino sugar and nucleotide sugar metabolism"	4	3.252761618406432	1.7266927404105463	"BINOMIAL"	0.08340414406170338	39	0.7772817106862645	0.4115686571100502	1	1	0.8231373142201003	1
"pancreas"	"Amino sugar and nucleotide sugar metabolism"	0	1.0280424720936563	1.0008100164281657	"BINOMIAL"	0.02570106180234141	40	0.3529304826391608	1	1	1	1	1
"prostate gland"	"Amino sugar and nucleotide sugar metabolism"	1	1.8175378135171358	1.320022555688739	"BINOMIAL"	0.04130767757993491	44	0.45254647643627455	0.8437259120266525	1	1	1	1
"skin"	"Amino sugar and nucleotide sugar metabolism"	4	5.453222189311556	2.185718854517519	"BINOMIAL"	0.12393686793889899	44	0.34958839997551155	0.81146179876996	1	1	1	1
"stomach"	"Amino sugar and nucleotide sugar metabolism"	1	1.9228654870297202	1.3537668611386822	"BINOMIAL"	0.046899158220237075	41	0.4210541204868946	0.8604618445456489	1	1	1	1
"testis"	"Amino sugar and nucleotide sugar metabolism"	3	3.9931633835457707	1.900924012792273	"BINOMIAL"	0.09507531865585168	42	0.42505596527984685	0.7754051603480753	1	0.993880859992583	1	1
"thyroid gland"	"Amino sugar and nucleotide sugar metabolism"	2	1.72124468587624	1.2841277655856584	"BINOMIAL"	0.041981577704298535	41	0.7532530793846838	0.5180857342397501	1	1	1	1
"urinary bladder"	"Amino sugar and nucleotide sugar metabolism"	1	2.602874432677761	1.558575513024182	"BINOMIAL"	0.06674037006866054	39	0.25622585978876194	0.9323766444225636	1	0.9142604542462642	1	1
"adrenal cortex"	"Amyotrophic lateral sclerosis (ALS)"	14	8.224516565818982	2.6447400228948887	"BINOMIAL"	0.1495366648330724	55	0.9868993014635112	0.02899313563371765	1	1	0.13643828533514188	1
"bones and joints"	"Amyotrophic lateral sclerosis (ALS)"	6	4.938623439440486	2.1141392928343308	"BINOMIAL"	0.09497352768154782	52	0.7790556120075316	0.3725728125780411	1	1	0.8941747501872986	1
"brain, nos"	"Amyotrophic lateral sclerosis (ALS)"	6	5.4457749756696145	2.2150770911115627	"BINOMIAL"	0.09901409046672026	55	0.6993233946641408	0.4657234851089465	1	1	1	1
"breast"	"Amyotrophic lateral sclerosis (ALS)"	1	1.9780043349120977	1.3808938954119823	"BINOMIAL"	0.03596371518021996	55	0.4070907223895176	0.8666061151688798	1	1	1	1
"cervix uteri"	"Amyotrophic lateral sclerosis (ALS)"	2	3.272119493927982	1.7542665195226466	"BINOMIAL"	0.05949308170778149	55	0.3571288316159703	0.8465027316523744	1	1	1	1
"colon, nos"	"Amyotrophic lateral sclerosis (ALS)"	6	4.784714070098944	2.0900882326866626	"BINOMIAL"	0.08699480127452625	55	0.8008960080543106	0.3444464232404114	1	1	0.7654364960898031	1
"HR systems"	"Amyotrophic lateral sclerosis (ALS)"	2	2.5904967962053758	1.5711411610681718	"BINOMIAL"	0.04709994174918865	55	0.5172373214019982	0.738195634427343	1	0.8531749631373166	1	1
"kidney"	"Amyotrophic lateral sclerosis (ALS)"	8	4.486946219269665	2.029999353717825	"BINOMIAL"	0.08158084035035755	55	0.9670180839501631	0.07674641779189366	1	1	0.29949821577324354	1
"liver"	"Amyotrophic lateral sclerosis (ALS)"	4	5.60002318706162	2.2403744412804274	"BINOMIAL"	0.10370413309373369	54	0.3288213598702012	0.8245646878557493	1	1	1	1
"lung"	"Amyotrophic lateral sclerosis (ALS)"	0	1.3358458961474038	1.1416657688726222	"BINOMIAL"	0.024288107202680067	55	0.25863537249690993	1	1	1	1	1
"lymph nodes"	"Amyotrophic lateral sclerosis (ALS)"	3	4.435259969712266	2.0193057642991277	"BINOMIAL"	0.08064109035840485	55	0.34291318920523545	0.8307768378694266	1	0.8313047011036011	1	1
"mouth, nos"	"Amyotrophic lateral sclerosis (ALS)"	1	1.7739497950819674	1.30983735956002	"BINOMIAL"	0.03285092213114754	54	0.4667411273991878	0.8353185084193449	1	1	1	1
"ovary"	"Amyotrophic lateral sclerosis (ALS)"	4	4.337015491208575	1.993813036967603	"BINOMIAL"	0.08340414406170338	52	0.5605172468504225	0.6398457749184884	1	1	0.9416598196913603	1
"pancreas"	"Amyotrophic lateral sclerosis (ALS)"	0	1.387857337326436	1.1628361579031572	"BINOMIAL"	0.02570106180234141	54	0.24512092088986964	1	1	1	1	1
"prostate gland"	"Amyotrophic lateral sclerosis (ALS)"	1	2.27192226689642	1.4758300831765112	"BINOMIAL"	0.04130767757993491	55	0.331104144446343	0.9017440823018964	1	1	1	1
"skin"	"Amyotrophic lateral sclerosis (ALS)"	9	6.816527736639444	2.443707969202073	"BINOMIAL"	0.12393686793889899	55	0.8628152340401294	0.23690452507845994	1	1	0.45124671443516173	1
"stomach"	"Amyotrophic lateral sclerosis (ALS)"	2	2.485655385672565	1.5391816788342183	"BINOMIAL"	0.046899158220237075	53	0.5445066114963126	0.7171072926807405	1	1	1	1
"testis"	"Amyotrophic lateral sclerosis (ALS)"	5	5.134067207415991	2.155445228176851	"BINOMIAL"	0.09507531865585168	54	0.5913894092996902	0.5924252309877309	1	1	1	1
"thyroid gland"	"Amyotrophic lateral sclerosis (ALS)"	1	2.2250236183278225	1.4600046631436125	"BINOMIAL"	0.041981577704298535	53	0.34220245323821596	0.8970053646251008	1	1	1	1
"urinary bladder"	"Amyotrophic lateral sclerosis (ALS)"	0	3.470499243570348	1.7996879839937412	"BINOMIAL"	0.06674037006866054	52	0.02755046646738328	1	1	0.43254232353791744	1	1
"adrenal cortex"	"Androgen and estrogen metabolism"	2	6.430076587822113	2.3384919029703677	"BINOMIAL"	0.1495366648330724	43	0.034452455814168545	0.9919146544199317	1	0.39374235216192627	1	1
"bones and joints"	"Androgen and estrogen metabolism"	1	3.9888881626250083	1.9000129952959122	"BINOMIAL"	0.09497352768154782	42	0.0818029523573981	0.9848722662899277	1	0.9816354282887771	1	1
"brain, nos"	"Androgen and estrogen metabolism"	1	4.257605890068971	1.9585818633128513	"BINOMIAL"	0.09901409046672026	43	0.06466765708546827	0.9887053191840011	1	0.4703102333488602	1	1
"breast"	"Androgen and estrogen metabolism"	1	1.618367183109898	1.2490655253746774	"BINOMIAL"	0.03596371518021996	45	0.5153862559331299	0.8076013072367507	1	1	1	1
"cervix uteri"	"Androgen and estrogen metabolism"	1	2.5582025134346043	1.5511309300886844	"BINOMIAL"	0.05949308170778149	43	0.2661409152992787	0.9284572277395287	1	1	1	1
"colon, nos"	"Androgen and estrogen metabolism"	4	3.8277712560791546	1.86943174690391	"BINOMIAL"	0.08699480127452625	44	0.6641438106749071	0.5398637471499554	1	1	1	1
"HR systems"	"Androgen and estrogen metabolism"	0	2.0723974369643003	1.405271375358551	"BINOMIAL"	0.04709994174918865	44	0.11969707941643284	1	1	0.7979805294428856	1	1
"kidney"	"Androgen and estrogen metabolism"	2	3.5079761350653746	1.794935233939582	"BINOMIAL"	0.08158084035035755	43	0.307559785830269	0.8759006593153658	1	1	1	1
"liver"	"Androgen and estrogen metabolism"	11	3.629644658280679	1.8036727822849077	"BINOMIAL"	0.10370413309373369	35	0.9998700183218608	5.797215893611051E-4	1	1	0.0036638404447621844	1
"lung"	"Androgen and estrogen metabolism"	9	1.092964824120603	1.0326755430935717	"BINOMIAL"	0.024288107202680067	45	0.9999998954065743	1.1801524971998463E-6	1	1	3.147073325866257E-5	1
"lymph nodes"	"Androgen and estrogen metabolism"	3	3.548207975769813	1.8061219825320067	"BINOMIAL"	0.08064109035840485	44	0.5213446548685604	0.6997493694780565	1	0.9066863562931485	1	1
"mouth, nos"	"Androgen and estrogen metabolism"	0	1.3797387295081966	1.155167970445768	"BINOMIAL"	0.03285092213114754	42	0.24588029586979032	1	1	1	1	1
"ovary"	"Androgen and estrogen metabolism"	4	3.5029740505915417	1.7918737394782023	"BINOMIAL"	0.08340414406170338	42	0.7291964671438073	0.4687085572563664	1	1	0.9139816866499144	1
"pancreas"	"Androgen and estrogen metabolism"	0	1.1051456575006806	1.0376619105742806	"BINOMIAL"	0.02570106180234141	43	0.3264118055564802	1	1	1	1	1
"prostate gland"	"Androgen and estrogen metabolism"	3	1.8588454910970709	1.3349385382405878	"BINOMIAL"	0.04130767757993491	45	0.8857308524149661	0.284329551146754	1	1	1	1
"skin"	"Androgen and estrogen metabolism"	15	5.329285321372657	2.160738390062291	"BINOMIAL"	0.12393686793889899	43	0.9999704395895223	1.2277959526471726E-4	1	1	0.0010339334338081453	1
"stomach"	"Androgen and estrogen metabolism"	2	1.875966328809483	1.3371555957100916	"BINOMIAL"	0.046899158220237075	40	0.7110725956803671	0.5654312122273547	1	1	1	1
"testis"	"Androgen and estrogen metabolism"	0	4.088238702201623	1.9234209380290674	"BINOMIAL"	0.09507531865585168	43	0.013624941356843787	1	1	0.2707957094672703	1	1
"thyroid gland"	"Androgen and estrogen metabolism"	1	1.805207841284837	1.3150750427346451	"BINOMIAL"	0.041981577704298535	43	0.4561614573293751	0.8418475224332428	1	1	1	1
"urinary bladder"	"Androgen and estrogen metabolism"	10	2.869835912952403	1.6365518635489764	"BINOMIAL"	0.06674037006866054	43	0.9999092759552932	4.3480916573959775E-4	1	1	0.005688753251759737	1
"adrenal cortex"	"Antigen processing and presentation"	10	11.663859856979647	3.149553167496392	"BINOMIAL"	0.1495366648330724	78	0.3683168643614436	0.7475200775373165	1	1	0.9884563008757905	1
"bones and joints"	"Antigen processing and presentation"	21	7.40793515916073	2.589281256306288	"BINOMIAL"	0.09497352768154782	78	0.9999977248215007	8.545217072955279E-6	1	1	3.3326346584525585E-4	1
"brain, nos"	"Antigen processing and presentation"	12	7.72309905640418	2.637878584724842	"BINOMIAL"	0.09901409046672026	78	0.9576428957312354	0.08194400136784369	1	1	0.3973042490562118	1
"breast"	"Antigen processing and presentation"	9	2.9490246447780364	1.686109949675225	"BINOMIAL"	0.03596371518021996	82	0.999273332185279	0.0027615652918850735	1	1	0.044185044670161176	1
"cervix uteri"	"Antigen processing and presentation"	11	4.640460373206956	2.089111075328938	"BINOMIAL"	0.05949308170778149	78	0.9978403089481117	0.006379479613041705	1	1	0.0850597281738894	1
"colon, nos"	"Antigen processing and presentation"	9	7.046578903236626	2.5364469582240994	"BINOMIAL"	0.08699480127452625	81	0.835076690504399	0.2710849359133807	1	1	0.6995740281635631	1
"HR systems"	"Antigen processing and presentation"	12	3.8150952816842807	1.9066736784644998	"BINOMIAL"	0.04709994174918865	81	0.9998964804167624	4.0557081635909817E-4	1	1	0.009270190088207958	1
"kidney"	"Antigen processing and presentation"	19	6.363305547327889	2.4174742466820174	"BINOMIAL"	0.08158084035035755	78	0.9999968050654034	1.2452204336958709E-5	1	1	1.4231090670809954E-4	1
"liver"	"Antigen processing and presentation"	16	6.844472784186424	2.4768271372097646	"BINOMIAL"	0.10370413309373369	66	0.9996853593157857	9.565688887192455E-4	1	1	0.005211651186815199	1
"lung"	"Antigen processing and presentation"	1	1.9916247906197655	1.3940057367879364	"BINOMIAL"	0.024288107202680067	82	0.40496389934855714	0.8668408290315912	1	0.9817306650874111	1	1
"lymph nodes"	"Antigen processing and presentation"	13	6.4512872286723875	2.4353743844298346	"BINOMIAL"	0.08064109035840485	80	0.9954168413288952	0.011457521963126329	1	1	0.16665486491820114	1
"mouth, nos"	"Antigen processing and presentation"	11	2.4966700819672134	1.553915109495156	"BINOMIAL"	0.03285092213114754	76	0.9999930836354277	3.832398196558135E-5	1	1	0.0012110378301123706	1
"ovary"	"Antigen processing and presentation"	16	6.505523236812864	2.4419122915397606	"BINOMIAL"	0.08340414406170338	78	0.9997979910004904	6.281230903212713E-4	1	1	0.008907927462738028	1
"pancreas"	"Antigen processing and presentation"	4	2.1074870677919955	1.4329418733553145	"BINOMIAL"	0.02570106180234141	82	0.9395937591069266	0.16054514936385714	1	1	1	1
"prostate gland"	"Antigen processing and presentation"	5	3.3459218839747273	1.791007990374094	"BINOMIAL"	0.04130767757993491	81	0.8816255493220184	0.2432228633564582	1	1	1	1
"skin"	"Antigen processing and presentation"	22	9.667075699234122	2.910149242726703	"BINOMIAL"	0.12393686793889899	78	0.9999514800454008	1.448516727691746E-4	1	1	0.0011036317925270447	1
"stomach"	"Antigen processing and presentation"	8	3.4236385500773063	1.8063977369417643	"BINOMIAL"	0.046899158220237075	73	0.9929417240873246	0.020919889820970997	1	1	0.2771885401278657	1
"testis"	"Antigen processing and presentation"	31	7.701100811123986	2.6398704887750712	"BINOMIAL"	0.09507531865585168	81	0.9999999999993631	3.916632056255923E-12	1	1	3.1137224847234586E-10	1
"thyroid gland"	"Antigen processing and presentation"	5	3.3585262163438827	1.793747470247838	"BINOMIAL"	0.041981577704298535	80	0.8801364111560668	0.24554413680806192	1	1	1	1
"urinary bladder"	"Antigen processing and presentation"	12	5.339229605492843	2.232238214380513	"BINOMIAL"	0.06674037006866054	80	0.997603406845201	0.006689631960611593	1	1	0.055277485148211576	1
"adrenal cortex"	"Apoptosis"	16	13.009689840477298	3.3262988758107137	"BINOMIAL"	0.1495366648330724	87	0.8526825563027236	0.2223151407356368	1	1	0.5309018286224162	1
"bones and joints"	"Apoptosis"	9	7.977776325250017	2.6870241466326066	"BINOMIAL"	0.09497352768154782	84	0.7259498407525578	0.40407566170521425	1	1	0.9005114746573346	1
"brain, nos"	"Apoptosis"	15	8.614225870604663	2.785910287671132	"BINOMIAL"	0.09901409046672026	87	0.9890467535227304	0.023412042727824975	1	1	0.1872963418225998	1
"breast"	"Apoptosis"	2	3.128843220679136	1.7367551336463842	"BINOMIAL"	0.03596371518021996	87	0.39051894979167245	0.8245878500472367	1	1	1	1
"cervix uteri"	"Apoptosis"	6	5.175898108576989	2.2063472028428044	"BINOMIAL"	0.05949308170778149	87	0.7399608008296885	0.4157776016179318	1	1	1	1
"colon, nos"	"Apoptosis"	10	7.5685477108837835	2.6287113586011452	"BINOMIAL"	0.08699480127452625	87	0.8661459021498876	0.22370342221362824	1	1	0.6507735918941912	1
"HR systems"	"Apoptosis"	4	4.0976949321794125	1.976029792176175	"BINOMIAL"	0.04709994174918865	87	0.6093296046314873	0.5904340589488113	1	0.8704708637592676	1	1
"kidney"	"Apoptosis"	9	7.097533110481107	2.5531373631110355	"BINOMIAL"	0.08158084035035755	87	0.8290845733615276	0.2784463665936888	1	1	0.742523644249837	1
"liver"	"Apoptosis"	6	9.02225957915483	2.843697236161393	"BINOMIAL"	0.10370413309373369	87	0.1899227127656434	0.8985103468766398	1	0.9679931811926342	1	1
"lung"	"Apoptosis"	0	2.113065326633166	1.4358770732390824	"BINOMIAL"	0.024288107202680067	87	0.11775492372459802	1	1	1	1	1
"lymph nodes"	"Apoptosis"	4	7.015774861181222	2.539687997897868	"BINOMIAL"	0.08064109035840485	87	0.16021102757710995	0.9274875695003524	1	0.8839229107702617	1	1
"mouth, nos"	"Apoptosis"	4	2.8251793032786887	1.65298806952142	"BINOMIAL"	0.03285092213114754	86	0.846859499984528	0.312991141253121	1	1	1	1
"ovary"	"Apoptosis"	8	7.005948101183083	2.5340921444302675	"BINOMIAL"	0.08340414406170338	84	0.7341705732720532	0.402117786632372	1	1	0.8146801910993511	1
"pancreas"	"Apoptosis"	0	2.2359923768037024	1.4759827229808302	"BINOMIAL"	0.02570106180234141	87	0.10380635574033409	1	1	1	1	1
"prostate gland"	"Apoptosis"	1	3.593767949454337	1.8561567125922245	"BINOMIAL"	0.04130767757993491	87	0.12096552419332732	0.9745261435804	1	1	1	1
"skin"	"Apoptosis"	16	10.782507510684212	3.0734601512436037	"BINOMIAL"	0.12393686793889899	87	0.9626104179988703	0.06792188589737912	1	1	0.16719233451662552	1
"stomach"	"Apoptosis"	2	3.8457309740594403	1.9145154553135788	"BINOMIAL"	0.046899158220237075	82	0.25460485390894744	0.9019646661892123	1	1	1	1
"testis"	"Apoptosis"	9	8.081402085747394	2.7042670369730306	"BINOMIAL"	0.09507531865585168	85	0.7124751700642135	0.41928058793810113	1	1	1	1
"thyroid gland"	"Apoptosis"	2	3.526452527161077	1.8380442014194174	"BINOMIAL"	0.041981577704298535	84	0.3100001484216916	0.8724320333376563	1	1	1	1
"urinary bladder"	"Apoptosis"	1	5.6061910857674855	2.2873635080650687	"BINOMIAL"	0.06674037006866054	84	0.02117127948744279	0.99697859937805	1	0.41548635994106475	1	1
"adrenal cortex"	"Arachidonic acid metabolism"	8	8.074979900985909	2.6205866400480606	"BINOMIAL"	0.1495366648330724	54	0.5815020820456591	0.5696334945668233	1	1	0.8763592224104975	1
"bones and joints"	"Arachidonic acid metabolism"	2	4.748676384077391	2.0730841362722123	"BINOMIAL"	0.09497352768154782	50	0.13438472969885887	0.9574660389505353	1	0.9529099015009993	1	1
"brain, nos"	"Arachidonic acid metabolism"	7	5.346760885202894	2.194847652847799	"BINOMIAL"	0.09901409046672026	54	0.8384655404875614	0.28451741069247877	1	1	0.8589204851093699	1
"breast"	"Arachidonic acid metabolism"	1	2.0139680500923176	1.3933909274703689	"BINOMIAL"	0.03596371518021996	56	0.3972475672778406	0.8714034548497293	1	1	1	1
"cervix uteri"	"Arachidonic acid metabolism"	3	3.2126264122202004	1.7382454851318923	"BINOMIAL"	0.05949308170778149	54	0.5983028814076827	0.6304585687761564	1	1	1	1
"colon, nos"	"Arachidonic acid metabolism"	10	4.697719268824417	2.0710002690945077	"BINOMIAL"	0.08699480127452625	54	0.9938670747124042	0.01696500045144007	1	1	0.14286316169633745	1
"HR systems"	"Arachidonic acid metabolism"	2	2.543396854456187	1.5567925394111546	"BINOMIAL"	0.04709994174918865	54	0.5294037503902862	0.7289071633062767	1	0.8304372555141745	1	1
"kidney"	"Arachidonic acid metabolism"	3	4.405365378919308	2.0114601585059297	"BINOMIAL"	0.08158084035035755	54	0.34808111956947546	0.8274580105762177	1	1	1	1
